Date,Region,Pollen,Level_Value,Level_Description,Forecast_Start,Forecast_End
2026-04-07,Göteborg,Ek,0,Level 0,2026-04-07,2026-04-08
2026-04-07,Göteborg,Gräs,0,Level 0,2026-04-07,2026-04-08
2026-04-07,Göteborg,Gråbo,0,Level 0,2026-04-07,2026-04-08
2026-04-07,Göteborg,Hassel,1,Level 1,2026-04-07,2026-04-08
2026-04-07,Göteborg,Malörtsambrosia,0,Level 0,2026-04-07,2026-04-08
2026-04-07,Göteborg,Sälg och viden,2,Level 2,2026-04-07,2026-04-08
2026-04-08,Göteborg,Al,1,Level 1,2026-04-08,2026-04-09
2026-04-08,Göteborg,Alm,1,Level 1,2026-04-08,2026-04-09
2026-04-08,Göteborg,Björk,0,Level 0,2026-04-08,2026-04-09
2026-04-08,Göteborg,Bok,0,Level 0,2026-04-08,2026-04-09
2026-04-08,Göteborg,Ek,0,Level 0,2026-04-08,2026-04-09
2026-04-08,Göteborg,Gräs,0,Level 0,2026-04-08,2026-04-09
2026-04-08,Göteborg,Gråbo,0,Level 0,2026-04-08,2026-04-09
2026-04-08,Göteborg,Hassel,1,Level 1,2026-04-08,2026-04-09
2026-04-08,Göteborg,Malörtsambrosia,0,Level 0,2026-04-08,2026-04-09
2026-04-08,Göteborg,Sälg och viden,2,Level 2,2026-04-08,2026-04-09
2026-04-09,Göteborg,Al,1,Level 1,2026-04-09,2026-04-10
2026-04-09,Göteborg,Alm,1,Level 1,2026-04-09,2026-04-10
2026-04-09,Göteborg,Björk,1,Level 1,2026-04-09,2026-04-10
2026-04-09,Göteborg,Bok,0,Level 0,2026-04-09,2026-04-10
2026-04-09,Göteborg,Ek,0,Level 0,2026-04-09,2026-04-10
2026-04-09,Göteborg,Gräs,0,Level 0,2026-04-09,2026-04-10
2026-04-09,Göteborg,Gråbo,0,Level 0,2026-04-09,2026-04-10
2026-04-09,Göteborg,Hassel,1,Level 1,2026-04-09,2026-04-10
2026-04-09,Göteborg,Malörtsambrosia,0,Level 0,2026-04-09,2026-04-10
2026-04-09,Göteborg,Sälg och viden,3,Level 3,2026-04-09,2026-04-10
2026-04-10,Göteborg,Al,1,Level 1,2026-04-10,2026-04-13
2026-04-10,Göteborg,Alm,1,Level 1,2026-04-10,2026-04-13
2026-04-10,Göteborg,Björk,0,Level 0,2026-04-10,2026-04-13
2026-04-10,Göteborg,Bok,0,Level 0,2026-04-10,2026-04-13
2026-04-10,Göteborg,Ek,0,Level 0,2026-04-10,2026-04-13
2026-04-10,Göteborg,Gräs,0,Level 0,2026-04-10,2026-04-13
2026-04-10,Göteborg,Gråbo,0,Level 0,2026-04-10,2026-04-13
2026-04-10,Göteborg,Hassel,0,Level 0,2026-04-10,2026-04-13
2026-04-10,Göteborg,Malörtsambrosia,0,Level 0,2026-04-10,2026-04-13
2026-04-10,Göteborg,Sälg och viden,2,Level 2,2026-04-10,2026-04-13
2026-04-13,Göteborg,Al,1,Level 1,2026-04-13,2026-04-14
2026-04-13,Göteborg,Alm,1,Level 1,2026-04-13,2026-04-14
2026-04-13,Göteborg,Björk,3,Level 3,2026-04-13,2026-04-14
2026-04-13,Göteborg,Bok,0,Level 0,2026-04-13,2026-04-14
2026-04-13,Göteborg,Ek,0,Level 0,2026-04-13,2026-04-14
2026-04-13,Göteborg,Gräs,0,Level 0,2026-04-13,2026-04-14
2026-04-13,Göteborg,Gråbo,0,Level 0,2026-04-13,2026-04-14
2026-04-13,Göteborg,Hassel,0,Level 0,2026-04-13,2026-04-14
2026-04-13,Göteborg,Malörtsambrosia,0,Level 0,2026-04-13,2026-04-14
2026-04-13,Göteborg,Sälg och viden,2,Level 2,2026-04-13,2026-04-14
2026-04-14,Göteborg,Al,1,Level 1,2026-04-14,2026-04-15
2026-04-14,Göteborg,Alm,1,Level 1,2026-04-14,2026-04-15
2026-04-14,Göteborg,Björk,3,Level 3,2026-04-14,2026-04-15
2026-04-14,Göteborg,Bok,0,Level 0,2026-04-14,2026-04-15
2026-04-14,Göteborg,Ek,0,Level 0,2026-04-14,2026-04-15
2026-04-14,Göteborg,Gräs,0,Level 0,2026-04-14,2026-04-15
2026-04-14,Göteborg,Gråbo,0,Level 0,2026-04-14,2026-04-15
2026-04-14,Göteborg,Hassel,0,Level 0,2026-04-14,2026-04-15
2026-04-14,Göteborg,Malörtsambrosia,0,Level 0,2026-04-14,2026-04-15
2026-04-14,Göteborg,Sälg och viden,3,Level 3,2026-04-14,2026-04-15
2026-04-15,Göteborg,Al,1,Level 1,2026-04-15,2026-04-16
2026-04-15,Göteborg,Alm,1,Level 1,2026-04-15,2026-04-16
2026-04-15,Göteborg,Björk,1,Level 1,2026-04-15,2026-04-16
2026-04-15,Göteborg,Bok,0,Level 0,2026-04-15,2026-04-16
2026-04-15,Göteborg,Ek,0,Level 0,2026-04-15,2026-04-16
2026-04-15,Göteborg,Gräs,0,Level 0,2026-04-15,2026-04-16
2026-04-15,Göteborg,Gråbo,0,Level 0,2026-04-15,2026-04-16
2026-04-15,Göteborg,Hassel,0,Level 0,2026-04-15,2026-04-16
2026-04-15,Göteborg,Malörtsambrosia,0,Level 0,2026-04-15,2026-04-16
2026-04-15,Göteborg,Sälg och viden,1,Level 1,2026-04-15,2026-04-16
2026-04-16,Göteborg,Al,1,Level 1,2026-04-16,2026-04-17
2026-04-16,Göteborg,Alm,1,Level 1,2026-04-16,2026-04-17
2026-04-16,Göteborg,Björk,2,Level 2,2026-04-16,2026-04-17
2026-04-16,Göteborg,Bok,0,Level 0,2026-04-16,2026-04-17
2026-04-16,Göteborg,Ek,0,Level 0,2026-04-16,2026-04-17
2026-04-16,Göteborg,Gräs,0,Level 0,2026-04-16,2026-04-17
2026-04-16,Göteborg,Gråbo,0,Level 0,2026-04-16,2026-04-17
2026-04-16,Göteborg,Hassel,0,Level 0,2026-04-16,2026-04-17
2026-04-16,Göteborg,Malörtsambrosia,0,Level 0,2026-04-16,2026-04-17
2026-04-16,Göteborg,Sälg och viden,2,Level 2,2026-04-16,2026-04-17
2026-04-17,Göteborg,Al,1,Level 1,2026-04-17,2026-04-20
2026-04-17,Göteborg,Alm,1,Level 1,2026-04-17,2026-04-20
2026-04-17,Göteborg,Björk,2,Level 2,2026-04-17,2026-04-20
2026-04-17,Göteborg,Bok,0,Level 0,2026-04-17,2026-04-20
2026-04-17,Göteborg,Ek,0,Level 0,2026-04-17,2026-04-20
2026-04-17,Göteborg,Gräs,0,Level 0,2026-04-17,2026-04-20
2026-04-17,Göteborg,Gråbo,0,Level 0,2026-04-17,2026-04-20
2026-04-17,Göteborg,Hassel,0,Level 0,2026-04-17,2026-04-20
2026-04-17,Göteborg,Malörtsambrosia,0,Level 0,2026-04-17,2026-04-20
2026-04-17,Göteborg,Sälg och viden,2,Level 2,2026-04-17,2026-04-20
2026-04-20,Göteborg,Al,1,Level 1,2026-04-20,2026-04-21
2026-04-20,Göteborg,Alm,2,Level 2,2026-04-20,2026-04-21
2026-04-20,Göteborg,Björk,2,Level 2,2026-04-20,2026-04-21
2026-04-20,Göteborg,Bok,0,Level 0,2026-04-20,2026-04-21
2026-04-20,Göteborg,Ek,0,Level 0,2026-04-20,2026-04-21
2026-04-20,Göteborg,Gräs,0,Level 0,2026-04-20,2026-04-21
2026-04-20,Göteborg,Gråbo,0,Level 0,2026-04-20,2026-04-21
2026-04-20,Göteborg,Hassel,0,Level 0,2026-04-20,2026-04-21
2026-04-20,Göteborg,Malörtsambrosia,0,Level 0,2026-04-20,2026-04-21
2026-04-20,Göteborg,Sälg och viden,3,Level 3,2026-04-20,2026-04-21
2026-04-21,Göteborg,Al,1,Level 1,2026-04-21,2026-04-22
2026-04-21,Göteborg,Alm,1,Level 1,2026-04-21,2026-04-22
2026-04-21,Göteborg,Björk,2,Level 2,2026-04-21,2026-04-22
2026-04-21,Göteborg,Bok,0,Level 0,2026-04-21,2026-04-22
2026-04-21,Göteborg,Ek,0,Level 0,2026-04-21,2026-04-22
2026-04-21,Göteborg,Gräs,0,Level 0,2026-04-21,2026-04-22
2026-04-21,Göteborg,Gråbo,0,Level 0,2026-04-21,2026-04-22
2026-04-21,Göteborg,Hassel,0,Level 0,2026-04-21,2026-04-22
2026-04-21,Göteborg,Malörtsambrosia,0,Level 0,2026-04-21,2026-04-22
2026-04-21,Göteborg,Sälg och viden,3,Level 3,2026-04-21,2026-04-22
2026-04-22,Göteborg,Al,1,Level 1,2026-04-22,2026-04-23
2026-04-22,Göteborg,Alm,1,Level 1,2026-04-22,2026-04-23
2026-04-22,Göteborg,Björk,3,Level 3,2026-04-22,2026-04-23
2026-04-22,Göteborg,Bok,0,Level 0,2026-04-22,2026-04-23
2026-04-22,Göteborg,Ek,0,Level 0,2026-04-22,2026-04-23
2026-04-22,Göteborg,Gräs,0,Level 0,2026-04-22,2026-04-23
2026-04-22,Göteborg,Gråbo,0,Level 0,2026-04-22,2026-04-23
2026-04-22,Göteborg,Hassel,0,Level 0,2026-04-22,2026-04-23
2026-04-22,Göteborg,Malörtsambrosia,0,Level 0,2026-04-22,2026-04-23
2026-04-22,Göteborg,Sälg och viden,3,Level 3,2026-04-22,2026-04-23
2026-04-23,Göteborg,Al,0,Level 0,2026-04-23,2026-04-24
2026-04-23,Göteborg,Alm,1,Level 1,2026-04-23,2026-04-24
2026-04-23,Göteborg,Björk,3,Level 3,2026-04-23,2026-04-24
2026-04-23,Göteborg,Bok,0,Level 0,2026-04-23,2026-04-24
2026-04-23,Göteborg,Ek,0,Level 0,2026-04-23,2026-04-24
2026-04-23,Göteborg,Gräs,0,Level 0,2026-04-23,2026-04-24
2026-04-23,Göteborg,Gråbo,0,Level 0,2026-04-23,2026-04-24
2026-04-23,Göteborg,Hassel,0,Level 0,2026-04-23,2026-04-24
2026-04-23,Göteborg,Malörtsambrosia,0,Level 0,2026-04-23,2026-04-24
2026-04-23,Göteborg,Sälg och viden,2,Level 2,2026-04-23,2026-04-24
2026-04-24,Göteborg,Al,0,Level 0,2026-04-24,2026-04-27
2026-04-24,Göteborg,Alm,1,Level 1,2026-04-24,2026-04-27
2026-04-24,Göteborg,Björk,5,Level 5,2026-04-24,2026-04-27
2026-04-24,Göteborg,Bok,0,Level 0,2026-04-24,2026-04-27
2026-04-24,Göteborg,Ek,0,Level 0,2026-04-24,2026-04-27
2026-04-24,Göteborg,Gräs,0,Level 0,2026-04-24,2026-04-27
2026-04-24,Göteborg,Gråbo,0,Level 0,2026-04-24,2026-04-27
2026-04-24,Göteborg,Hassel,0,Level 0,2026-04-24,2026-04-27
2026-04-24,Göteborg,Malörtsambrosia,0,Level 0,2026-04-24,2026-04-27
2026-04-24,Göteborg,Sälg och viden,2,Level 2,2026-04-24,2026-04-27
2026-04-27,Göteborg,Al,0,Level 0,2026-04-27,2026-04-28
2026-04-27,Göteborg,Alm,1,Level 1,2026-04-27,2026-04-28
2026-04-27,Göteborg,Björk,3,Level 3,2026-04-27,2026-04-28
2026-04-27,Göteborg,Bok,0,Level 0,2026-04-27,2026-04-28
2026-04-27,Göteborg,Ek,0,Level 0,2026-04-27,2026-04-28
2026-04-27,Göteborg,Gräs,0,Level 0,2026-04-27,2026-04-28
2026-04-27,Göteborg,Gråbo,0,Level 0,2026-04-27,2026-04-28
2026-04-27,Göteborg,Hassel,0,Level 0,2026-04-27,2026-04-28
2026-04-27,Göteborg,Malörtsambrosia,0,Level 0,2026-04-27,2026-04-28
2026-04-27,Göteborg,Sälg och viden,1,Level 1,2026-04-27,2026-04-28
2026-04-28,Göteborg,Al,0,Level 0,2026-04-28,2026-04-29
2026-04-28,Göteborg,Alm,1,Level 1,2026-04-28,2026-04-29
2026-04-28,Göteborg,Björk,3,Level 3,2026-04-28,2026-04-29
2026-04-28,Göteborg,Bok,0,Level 0,2026-04-28,2026-04-29
2026-04-28,Göteborg,Ek,0,Level 0,2026-04-28,2026-04-29
2026-04-28,Göteborg,Gräs,0,Level 0,2026-04-28,2026-04-29
2026-04-28,Göteborg,Gråbo,0,Level 0,2026-04-28,2026-04-29
2026-04-28,Göteborg,Hassel,0,Level 0,2026-04-28,2026-04-29
2026-04-28,Göteborg,Malörtsambrosia,0,Level 0,2026-04-28,2026-04-29
2026-04-28,Göteborg,Sälg och viden,1,Level 1,2026-04-28,2026-04-29
2026-04-29,Göteborg,Al,0,Level 0,2026-04-29,2026-04-30
2026-04-29,Göteborg,Alm,0,Level 0,2026-04-29,2026-04-30
2026-04-29,Göteborg,Björk,3,Level 3,2026-04-29,2026-04-30
2026-04-29,Göteborg,Bok,0,Level 0,2026-04-29,2026-04-30
2026-04-29,Göteborg,Ek,0,Level 0,2026-04-29,2026-04-30
2026-04-29,Göteborg,Gräs,0,Level 0,2026-04-29,2026-04-30
2026-04-29,Göteborg,Gråbo,0,Level 0,2026-04-29,2026-04-30
2026-04-29,Göteborg,Hassel,0,Level 0,2026-04-29,2026-04-30
2026-04-29,Göteborg,Malörtsambrosia,0,Level 0,2026-04-29,2026-04-30
2026-04-29,Göteborg,Sälg och viden,1,Level 1,2026-04-29,2026-04-30
2026-04-30,Göteborg,Al,0,Level 0,2026-04-30,2026-05-04
2026-04-30,Göteborg,Alm,0,Level 0,2026-04-30,2026-05-04
2026-04-30,Göteborg,Björk,3,Level 3,2026-04-30,2026-05-04
2026-04-30,Göteborg,Bok,1,Level 1,2026-04-30,2026-05-04
2026-04-30,Göteborg,Ek,0,Level 0,2026-04-30,2026-05-04
2026-04-30,Göteborg,Gräs,0,Level 0,2026-04-30,2026-05-04
2026-04-30,Göteborg,Gråbo,0,Level 0,2026-04-30,2026-05-04
2026-04-30,Göteborg,Hassel,0,Level 0,2026-04-30,2026-05-04
2026-04-30,Göteborg,Malörtsambrosia,0,Level 0,2026-04-30,2026-05-04
2026-04-30,Göteborg,Sälg och viden,1,Level 1,2026-04-30,2026-05-04
2026-05-04,Göteborg,Al,0,Level 0,2026-05-04,2026-05-05
2026-05-04,Göteborg,Alm,0,Level 0,2026-05-04,2026-05-05
2026-05-04,Göteborg,Björk,3,Level 3,2026-05-04,2026-05-05
2026-05-04,Göteborg,Bok,2,Level 2,2026-05-04,2026-05-05
2026-05-04,Göteborg,Ek,2,Level 2,2026-05-04,2026-05-05
2026-05-04,Göteborg,Gräs,0,Level 0,2026-05-04,2026-05-05
2026-05-04,Göteborg,Gråbo,0,Level 0,2026-05-04,2026-05-05
2026-05-04,Göteborg,Hassel,0,Level 0,2026-05-04,2026-05-05
2026-05-04,Göteborg,Malörtsambrosia,0,Level 0,2026-05-04,2026-05-05
2026-05-04,Göteborg,Sälg och viden,1,Level 1,2026-05-04,2026-05-05
2026-05-05,Göteborg,Al,0,Level 0,2026-05-05,2026-05-06
2026-05-05,Göteborg,Alm,0,Level 0,2026-05-05,2026-05-06
2026-05-05,Göteborg,Björk,3,Level 3,2026-05-05,2026-05-06
2026-05-05,Göteborg,Bok,3,Level 3,2026-05-05,2026-05-06
2026-05-05,Göteborg,Ek,3,Level 3,2026-05-05,2026-05-06
2026-05-05,Göteborg,Gräs,0,Level 0,2026-05-05,2026-05-06
2026-05-05,Göteborg,Gråbo,0,Level 0,2026-05-05,2026-05-06
2026-05-05,Göteborg,Hassel,0,Level 0,2026-05-05,2026-05-06
2026-05-05,Göteborg,Malörtsambrosia,0,Level 0,2026-05-05,2026-05-06
2026-05-05,Göteborg,Sälg och viden,0,Level 0,2026-05-05,2026-05-06
2026-05-06,Göteborg,Al,0,Level 0,2026-05-06,2026-05-07
2026-05-06,Göteborg,Alm,0,Level 0,2026-05-06,2026-05-07
2026-05-06,Göteborg,Björk,3,Level 3,2026-05-06,2026-05-07
2026-05-06,Göteborg,Bok,3,Level 3,2026-05-06,2026-05-07
2026-05-06,Göteborg,Ek,1,Level 1,2026-05-06,2026-05-07
2026-05-06,Göteborg,Gräs,0,Level 0,2026-05-06,2026-05-07
2026-05-06,Göteborg,Gråbo,0,Level 0,2026-05-06,2026-05-07
2026-05-06,Göteborg,Hassel,0,Level 0,2026-05-06,2026-05-07
2026-05-06,Göteborg,Malörtsambrosia,0,Level 0,2026-05-06,2026-05-07
2026-05-06,Göteborg,Sälg och viden,0,Level 0,2026-05-06,2026-05-07
2026-05-07,Göteborg,Al,0,Level 0,2026-05-07,2026-05-08
2026-05-07,Göteborg,Alm,0,Level 0,2026-05-07,2026-05-08
2026-05-07,Göteborg,Björk,2,Level 2,2026-05-07,2026-05-08
2026-05-07,Göteborg,Bok,3,Level 3,2026-05-07,2026-05-08
2026-05-07,Göteborg,Ek,1,Level 1,2026-05-07,2026-05-08
2026-05-07,Göteborg,Gräs,0,Level 0,2026-05-07,2026-05-08
2026-05-07,Göteborg,Gråbo,0,Level 0,2026-05-07,2026-05-08
2026-05-07,Göteborg,Hassel,0,Level 0,2026-05-07,2026-05-08
2026-05-07,Göteborg,Malörtsambrosia,0,Level 0,2026-05-07,2026-05-08
2026-05-07,Göteborg,Sälg och viden,1,Level 1,2026-05-07,2026-05-08
2026-05-08,Göteborg,Al,0,Level 0,2026-05-08,2026-05-11
2026-05-08,Göteborg,Alm,0,Level 0,2026-05-08,2026-05-11
2026-05-08,Göteborg,Björk,2,Level 2,2026-05-08,2026-05-11
2026-05-08,Göteborg,Bok,3,Level 3,2026-05-08,2026-05-11
2026-05-08,Göteborg,Ek,1,Level 1,2026-05-08,2026-05-11
2026-05-08,Göteborg,Gräs,1,Level 1,2026-05-08,2026-05-11
2026-05-08,Göteborg,Gråbo,0,Level 0,2026-05-08,2026-05-11
2026-05-08,Göteborg,Hassel,0,Level 0,2026-05-08,2026-05-11
2026-05-08,Göteborg,Malörtsambrosia,0,Level 0,2026-05-08,2026-05-11
2026-05-08,Göteborg,Sälg och viden,1,Level 1,2026-05-08,2026-05-11
2026-05-11,Göteborg,Al,0,Level 0,2026-05-11,2026-05-12
2026-05-11,Göteborg,Alm,0,Level 0,2026-05-11,2026-05-12
2026-05-11,Göteborg,Björk,2,Level 2,2026-05-11,2026-05-12
2026-05-11,Göteborg,Bok,3,Level 3,2026-05-11,2026-05-12
2026-05-11,Göteborg,Ek,2,Level 2,2026-05-11,2026-05-12
2026-05-11,Göteborg,Gräs,0,Level 0,2026-05-11,2026-05-12
2026-05-11,Göteborg,Gråbo,0,Level 0,2026-05-11,2026-05-12
2026-05-11,Göteborg,Hassel,0,Level 0,2026-05-11,2026-05-12
2026-05-11,Göteborg,Malörtsambrosia,0,Level 0,2026-05-11,2026-05-12
2026-05-11,Göteborg,Sälg och viden,1,Level 1,2026-05-11,2026-05-12
2026-05-12,Göteborg,Al,0,Level 0,2026-05-12,2026-05-13
2026-05-12,Göteborg,Alm,0,Level 0,2026-05-12,2026-05-13
2026-05-12,Göteborg,Björk,2,Level 2,2026-05-12,2026-05-13
2026-05-12,Göteborg,Bok,2,Level 2,2026-05-12,2026-05-13
2026-05-12,Göteborg,Ek,2,Level 2,2026-05-12,2026-05-13
2026-05-12,Göteborg,Gräs,0,Level 0,2026-05-12,2026-05-13
2026-05-12,Göteborg,Gråbo,0,Level 0,2026-05-12,2026-05-13
2026-05-12,Göteborg,Hassel,0,Level 0,2026-05-12,2026-05-13
2026-05-12,Göteborg,Malörtsambrosia,0,Level 0,2026-05-12,2026-05-13
2026-05-12,Göteborg,Sälg och viden,1,Level 1,2026-05-12,2026-05-13
2026-05-13,Göteborg,Al,0,Level 0,2026-05-13,2026-05-18
2026-05-13,Göteborg,Alm,0,Level 0,2026-05-13,2026-05-18
2026-05-13,Göteborg,Björk,1,Level 1,2026-05-13,2026-05-18
2026-05-13,Göteborg,Bok,1,Level 1,2026-05-13,2026-05-18
2026-05-13,Göteborg,Ek,3,Level 3,2026-05-13,2026-05-18
2026-05-13,Göteborg,Gräs,0,Level 0,2026-05-13,2026-05-18
2026-05-13,Göteborg,Gråbo,0,Level 0,2026-05-13,2026-05-18
2026-05-13,Göteborg,Hassel,0,Level 0,2026-05-13,2026-05-18
2026-05-13,Göteborg,Malörtsambrosia,0,Level 0,2026-05-13,2026-05-18
2026-05-13,Göteborg,Sälg och viden,1,Level 1,2026-05-13,2026-05-18
2026-05-15,Göteborg,Al,0,Level 0,2026-05-15,2026-05-18
2026-05-15,Göteborg,Alm,0,Level 0,2026-05-15,2026-05-18
2026-05-15,Göteborg,Björk,1,Level 1,2026-05-15,2026-05-18
2026-05-15,Göteborg,Bok,1,Level 1,2026-05-15,2026-05-18
2026-05-15,Göteborg,Ek,3,Level 3,2026-05-15,2026-05-18
2026-05-15,Göteborg,Gräs,0,Level 0,2026-05-15,2026-05-18
2026-05-15,Göteborg,Gråbo,0,Level 0,2026-05-15,2026-05-18
2026-05-15,Göteborg,Hassel,0,Level 0,2026-05-15,2026-05-18
2026-05-15,Göteborg,Malörtsambrosia,0,Level 0,2026-05-15,2026-05-18
2026-05-15,Göteborg,Sälg och viden,1,Level 1,2026-05-15,2026-05-18
2026-05-18,Göteborg,Al,0,Level 0,2026-05-18,2026-05-19
2026-05-18,Göteborg,Alm,0,Level 0,2026-05-18,2026-05-19
2026-05-18,Göteborg,Björk,1,Level 1,2026-05-18,2026-05-19
2026-05-18,Göteborg,Bok,1,Level 1,2026-05-18,2026-05-19
2026-05-18,Göteborg,Ek,5,Level 5,2026-05-18,2026-05-19
2026-05-18,Göteborg,Gräs,0,Level 0,2026-05-18,2026-05-19
2026-05-18,Göteborg,Gråbo,0,Level 0,2026-05-18,2026-05-19
2026-05-18,Göteborg,Hassel,0,Level 0,2026-05-18,2026-05-19
2026-05-18,Göteborg,Malörtsambrosia,0,Level 0,2026-05-18,2026-05-19
2026-05-18,Göteborg,Sälg och viden,1,Level 1,2026-05-18,2026-05-19
2026-05-19,Göteborg,Al,0,Level 0,2026-05-19,2026-05-20
2026-05-19,Göteborg,Alm,0,Level 0,2026-05-19,2026-05-20
2026-05-19,Göteborg,Björk,1,Level 1,2026-05-19,2026-05-20
2026-05-19,Göteborg,Bok,1,Level 1,2026-05-19,2026-05-20
2026-05-19,Göteborg,Ek,5,Level 5,2026-05-19,2026-05-20
2026-05-19,Göteborg,Gräs,1,Level 1,2026-05-19,2026-05-20
2026-05-19,Göteborg,Gråbo,0,Level 0,2026-05-19,2026-05-20
2026-05-19,Göteborg,Hassel,0,Level 0,2026-05-19,2026-05-20
2026-05-19,Göteborg,Malörtsambrosia,0,Level 0,2026-05-19,2026-05-20
2026-05-19,Göteborg,Sälg och viden,1,Level 1,2026-05-19,2026-05-20
2026-05-20,Göteborg,Al,0,Level 0,2026-05-20,2026-05-21
2026-05-20,Göteborg,Alm,0,Level 0,2026-05-20,2026-05-21
2026-05-20,Göteborg,Björk,1,Level 1,2026-05-20,2026-05-21
2026-05-20,Göteborg,Bok,1,Level 1,2026-05-20,2026-05-21
2026-05-20,Göteborg,Ek,5,Level 5,2026-05-20,2026-05-21
2026-05-20,Göteborg,Gräs,1,Level 1,2026-05-20,2026-05-21
2026-05-20,Göteborg,Gråbo,0,Level 0,2026-05-20,2026-05-21
2026-05-20,Göteborg,Hassel,0,Level 0,2026-05-20,2026-05-21
2026-05-20,Göteborg,Malörtsambrosia,0,Level 0,2026-05-20,2026-05-21
2026-05-20,Göteborg,Sälg och viden,1,Level 1,2026-05-20,2026-05-21
2026-05-21,Göteborg,Al,0,Level 0,2026-05-21,2026-05-22
2026-05-21,Göteborg,Alm,0,Level 0,2026-05-21,2026-05-22
2026-05-21,Göteborg,Björk,1,Level 1,2026-05-21,2026-05-22
2026-05-21,Göteborg,Bok,1,Level 1,2026-05-21,2026-05-22
2026-05-21,Göteborg,Ek,4,Level 4,2026-05-21,2026-05-22
2026-05-21,Göteborg,Gräs,1,Level 1,2026-05-21,2026-05-22
2026-05-21,Göteborg,Gråbo,0,Level 0,2026-05-21,2026-05-22
2026-05-21,Göteborg,Hassel,0,Level 0,2026-05-21,2026-05-22
2026-05-21,Göteborg,Malörtsambrosia,0,Level 0,2026-05-21,2026-05-22
2026-05-21,Göteborg,Sälg och viden,1,Level 1,2026-05-21,2026-05-22
2026-05-22,Göteborg,Al,0,Level 0,2026-05-22,2026-05-25
2026-05-22,Göteborg,Alm,0,Level 0,2026-05-22,2026-05-25
2026-05-22,Göteborg,Björk,1,Level 1,2026-05-22,2026-05-25
2026-05-22,Göteborg,Bok,0,Level 0,2026-05-22,2026-05-25
2026-05-22,Göteborg,Ek,4,Level 4,2026-05-22,2026-05-25
2026-05-22,Göteborg,Gräs,1,Level 1,2026-05-22,2026-05-25
2026-05-22,Göteborg,Gråbo,0,Level 0,2026-05-22,2026-05-25
2026-05-22,Göteborg,Hassel,0,Level 0,2026-05-22,2026-05-25
2026-05-22,Göteborg,Malörtsambrosia,0,Level 0,2026-05-22,2026-05-25
2026-05-22,Göteborg,Sälg och viden,1,Level 1,2026-05-22,2026-05-25
2026-05-25,Göteborg,Al,0,Level 0,2026-05-25,2026-05-26
2026-05-25,Göteborg,Alm,0,Level 0,2026-05-25,2026-05-26
2026-05-25,Göteborg,Björk,1,Level 1,2026-05-25,2026-05-26
2026-05-25,Göteborg,Bok,0,Level 0,2026-05-25,2026-05-26
2026-05-25,Göteborg,Ek,3,Level 3,2026-05-25,2026-05-26
2026-05-25,Göteborg,Gräs,2,Level 2,2026-05-25,2026-05-26
2026-05-25,Göteborg,Gråbo,0,Level 0,2026-05-25,2026-05-26
2026-05-25,Göteborg,Hassel,0,Level 0,2026-05-25,2026-05-26
2026-05-25,Göteborg,Malörtsambrosia,0,Level 0,2026-05-25,2026-05-26
2026-05-25,Göteborg,Sälg och viden,1,Level 1,2026-05-25,2026-05-26
2026-05-26,Göteborg,Al,0,Level 0,2026-05-26,2026-05-27
2026-05-26,Göteborg,Alm,0,Level 0,2026-05-26,2026-05-27
2026-05-26,Göteborg,Björk,1,Level 1,2026-05-26,2026-05-27
2026-05-26,Göteborg,Bok,0,Level 0,2026-05-26,2026-05-27
2026-05-26,Göteborg,Ek,3,Level 3,2026-05-26,2026-05-27
2026-05-26,Göteborg,Gräs,1,Level 1,2026-05-26,2026-05-27
2026-05-26,Göteborg,Gråbo,0,Level 0,2026-05-26,2026-05-27
2026-05-26,Göteborg,Hassel,0,Level 0,2026-05-26,2026-05-27
2026-05-26,Göteborg,Malörtsambrosia,0,Level 0,2026-05-26,2026-05-27
2026-05-26,Göteborg,Sälg och viden,1,Level 1,2026-05-26,2026-05-27
2026-05-27,Göteborg,Al,0,Level 0,2026-05-27,2026-05-28
2026-05-27,Göteborg,Alm,0,Level 0,2026-05-27,2026-05-28
2026-05-27,Göteborg,Björk,1,Level 1,2026-05-27,2026-05-28
2026-05-27,Göteborg,Bok,0,Level 0,2026-05-27,2026-05-28
2026-05-27,Göteborg,Ek,3,Level 3,2026-05-27,2026-05-28
2026-05-27,Göteborg,Gräs,1,Level 1,2026-05-27,2026-05-28
2026-05-27,Göteborg,Gråbo,0,Level 0,2026-05-27,2026-05-28
2026-05-27,Göteborg,Hassel,0,Level 0,2026-05-27,2026-05-28
2026-05-27,Göteborg,Malörtsambrosia,0,Level 0,2026-05-27,2026-05-28
2026-05-27,Göteborg,Sälg och viden,1,Level 1,2026-05-27,2026-05-28
2026-05-28,Göteborg,Al,0,Level 0,2026-05-28,2026-06-01
2026-05-28,Göteborg,Alm,0,Level 0,2026-05-28,2026-06-01
2026-05-28,Göteborg,Björk,1,Level 1,2026-05-28,2026-06-01
2026-05-28,Göteborg,Bok,0,Level 0,2026-05-28,2026-06-01
2026-05-28,Göteborg,Ek,3,Level 3,2026-05-28,2026-06-01
2026-05-28,Göteborg,Gräs,2,Level 2,2026-05-28,2026-06-01
2026-05-28,Göteborg,Gråbo,0,Level 0,2026-05-28,2026-06-01
2026-05-28,Göteborg,Hassel,0,Level 0,2026-05-28,2026-06-01
2026-05-28,Göteborg,Malörtsambrosia,0,Level 0,2026-05-28,2026-06-01
